-998.22,912.9693844089542
-998.22,918.2079469367725
-997.0397636676349,925.1752350987707
-995.4669497653342,934.4417283542283
-993.3751072752743,946.766164383987
-990.5929567634947,963.157664303566
-986.8926965828279,984.9583591966061
-981.9713505425408,1013.9532834043496
-975.425960308959,1052.5165326006481
-966.7205912982954,1103.8056540317255
-955.1424505141126,1172.0201855350583
-939.8960328012753,1242.0014122254
-923.0202679795917,1316.8099677640419
-900.5755007667525,1423.2609797929697
-870.7239603736763,1572.0362781354695
-831.0214116508848,1769.9074249309942
-782.8502739753327,2056.4306815154728
-709.3490031786953,2748.396545154211
-592.5207827555067,3419.3819099933194
-454.4466635457674,4199.229951758254
-271.17198088994417,5444.675840417441
-20.484777171043604,7019.2684695735525
288.56471644918116,9101.86227192489
702.3219680007921,11891.529897156204
1279.2749642176536,15585.4400258814
2050.0790338347933,20571.618582459898
3042.5004979258115,27042.740478770018
4367.376921327315,35667.9522133995
6088.441773136592,47136.78407967232
8445.601966593531,65567.39314116594
